address,tx_count,active_days,in_out_ratio,burstiness,dormancy,total_eth_in,total_eth_out,unique_counterparties,contract_interaction_ratio,failed_tx_ratio,unique_active_hours,time_concentration,flag
0x3c621912402e1dce1ad7d908e188859ed448b971,19,2475.1599537037036,1.1111111111111112,3.9239479250201956,651.1995412859486,940.3606484167266,940.3530047294817,5,0.42105263157894735,0.0,10,0.21052631578947367,0
0x3c733fc3d3f4a7aac852d403c01076306ad646e6,59,574.3689467592593,0.9666666666666667,1.6738150206099207,2871.4214641345843,1.46680967,1.4509960203751007,27,0.11864406779661017,0.0,12,0.2033898305084746,0
0x3c74d43510d87f4f6389986db4b6ac1cb8d3db20,5,0.048414351851851854,0.6666666666666666,1.2797547185935492,3135.4981086936123,101.0,100.998446,5,0.0,0.0,2,0.6,0
0x3c80a2b3412586abec1911b907a7c732e07a2921,224,2344.4124652777778,0.75,7.319127008764266,933.1054228754039,560.0746738074589,560.2154056504493,118,0.18303571428571427,0.0,20,0.10267857142857142,0
0x3c873056d2d0ea2b928524678f8edaefff18b568,110,1440.701898148148,4.5,7.290264771501864,1692.8800541917374,38.82854377082105,38.81413080159882,22,0.09090909090909091,0.0,24,0.08181818181818182,0
0x3c956ff4f98f388df5dc8acb9977dc3a60d4af91,45,157.4894675925926,44.0,0.6362707780999097,3027.1121256340266,39.13206873051942,0.0,3,0.1111111111111111,0.0,21,0.08888888888888889,0
0x3c9b11193bbb7295baeca1c5f894f398ae374e9d,5,0.04949074074074074,0.6666666666666666,1.4668281831039234,3135.4981667426396,101.0,100.9984458422872,5,0.0,0.0,2,0.6,0
0x3c9c913958ebbc088f6eceede686de9ad89df967,4,139.8371527777778,1.0,1.7312707019220932,2995.7033069604386,4.32043527,4.31951127,4,0.0,0.0,3,0.5,0
0x3c9c9d7bcddfbe5b0d3b3b99791a7e7096419b33,21,138.131875,20.0,1.724594480500581,3027.1028221332062,73.76886204,0.0,8,0.23809523809523808,0.0,14,0.14285714285714285,0
0x3ca122c29e69095dd5cd32e08e5cf3fa421b67c7,14,379.36957175925926,0.07692307692307693,3.568256504477057,3135.4573609471513,7.71850503,20.702749576,6,0.6428571428571429,0.07142857142857142,7,0.2857142857142857,0
0x3ca76a64610564f2141995e9fd914b976c83140a,6,1.3235532407407407,1.0,2.0050885244721055,3123.2472256755664,0.97,0.9686017668001119,5,0.0,0.0,3,0.3333333333333333,0
